GO_ID	GO_NAME	ANNOTATION_EXTENSION
GO:0004222	metalloendopeptidase activity	has_direct_input(UniProtKB:P49747)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:P49840
GO:0018105	peptidyl-serine phosphorylation	has_direct_input(UniProtKB:P49840
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:P49841
GO:0018105	peptidyl-serine phosphorylation	has_direct_input(UniProtKB:P49841
GO:0001934	positive regulation of protein phosphorylation	has_direct_input(UniProtKB:P49841)
GO:1990801	protein phosphorylation involved in mitotic spindle assembly	has_direct_input(UniProtKB:P50275)
GO:0090169	regulation of spindle assembly	has_direct_input(UniProtKB:P50275)
GO:0033619	membrane protein proteolysis	has_direct_input(UniProtKB:P50405)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P50516)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P50516)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P50518)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P50518)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:P50749)
GO:0050821	protein stabilization	has_direct_input(UniProtKB:P50993)
GO:0001671	ATPase activator activity	has_direct_input(UniProtKB:P50993)
GO:1901018	positive regulation of potassium ion transmembrane transporter activity	has_direct_input(UniProtKB:P50993)
GO:0032781	positive regulation of ATPase activity	has_direct_input(UniProtKB:P50993)
GO:0030165	PDZ domain binding	has_direct_input(UniProtKB:P51141)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P51148)
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:P51148)
GO:0006508	proteolysis	has_direct_input(UniProtKB:P51460)
GO:1903546	protein localization to photoreceptor outer segment	has_direct_input(UniProtKB:P51491
GO:0015459	potassium channel regulator activity	has_direct_input(UniProtKB:P51787)
GO:1902259	regulation of delayed rectifier potassium channel activity	has_direct_input(UniProtKB:P51787)
GO:0032947	protein complex scaffold	has_direct_input(UniProtKB:P51787)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P51859)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P52480)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P52480)
GO:0031624	ubiquitin conjugating enzyme binding	has_direct_input(UniProtKB:P52491)
GO:0004709	MAP kinase kinase kinase activity	has_direct_input(UniProtKB:P52564)
GO:0001671	ATPase activator activity	has_direct_input(UniProtKB:P52917)
GO:0016887	ATPase activity	has_direct_input(UniProtKB:P52920)
GO:0061665	SUMO ligase activity	has_direct_input(UniProtKB:P52952)
GO:0006606	protein import into nucleus	has_direct_input(UniProtKB:P53035)
GO:0042826	histone deacetylase binding	has_direct_input(UniProtKB:P53096)
GO:0008047	enzyme activator activity	has_direct_input(UniProtKB:P53131)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:P53150)
GO:1990804	protein phosphorylation involved in double-strand break repair via nonhomologous end joining	has_direct_input(UniProtKB:P53150)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:P53168
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:P53168
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:P53224)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:P53267)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:P53267)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:P53267)
GO:0043547	positive regulation of GTPase activity	has_direct_input(UniProtKB:P53290)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P53290)
GO:0004709	MAP kinase kinase kinase activity	has_direct_input(UniProtKB:P53599
GO:0097271	protein localization to bud neck	has_direct_input(UniProtKB:P53890)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:P53968)
GO:0032880	regulation of protein localization	has_direct_input(UniProtKB:P53968)
GO:0032091	negative regulation of protein binding	has_direct_input(UniProtKB:P53990
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:P54114)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P54227)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P54227)
GO:0070212	protein poly-ADP-ribosylation	has_direct_input(UniProtKB:P54274)
GO:0070198	protein localization to chromosome, telomeric region	has_direct_input(UniProtKB:P54274)
GO:0042803	protein homodimerization activity	has_direct_input(UniProtKB:P54274)
GO:0006471	protein ADP-ribosylation	has_direct_input(UniProtKB:P54274)
GO:0018022	peptidyl-lysine methylation	has_direct_input(UniProtKB:P54652)
GO:0016279	protein-lysine N-methyltransferase activity	has_direct_input(UniProtKB:P54652)
GO:0046777	protein autophosphorylation	has_direct_input(UniProtKB:P54764)
GO:0018108	peptidyl-tyrosine phosphorylation	has_direct_input(UniProtKB:P54764)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:P55014)
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_direct_input(UniProtKB:P55061)
GO:0061630	ubiquitin protein ligase activity	has_direct_input(UniProtKB:P55061)
GO:0000209	protein polyubiquitination	has_direct_input(UniProtKB:P55061)
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	has_direct_input(UniProtKB:P55061)
GO:0030674	protein binding, bridging	has_direct_input(UniProtKB:P55072)
GO:0051117	ATPase binding	has_direct_input(UniProtKB:P55072)
GO:2001271	negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	has_direct_input(UniProtKB:P55210)
GO:0016310	phosphorylation	has_direct_input(UniProtKB:P55210)
GO:0004252	serine-type endopeptidase activity	has_direct_input(UniProtKB:P56174)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P56399)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P56399)
GO:0042813	Wnt-activated receptor activity	has_direct_input(UniProtKB:P56703)
GO:0004222	metalloendopeptidase activity	has_direct_input(UniProtKB:P56704
GO:0042813	Wnt-activated receptor activity	has_direct_input(UniProtKB:P56704
GO:0042813	Wnt-activated receptor activity	has_direct_input(UniProtKB:P56704)
GO:0010629	negative regulation of gene expression	has_direct_input(UniProtKB:P56817)
GO:0090002	establishment of protein localization to plasma membrane	has_direct_input(UniProtKB:P56817)
GO:1902523	positive regulation of protein K63-linked ubiquitination	has_direct_input(UniProtKB:P57078)
GO:1902527	positive regulation of protein monoubiquitination	has_direct_input(UniProtKB:P57078)
GO:0031398	positive regulation of protein ubiquitination	has_direct_input(UniProtKB:P57078)
GO:1902530	positive regulation of protein linear polyubiquitination	has_direct_input(UniProtKB:P57078)
GO:1902524	positive regulation of protein K48-linked ubiquitination	has_direct_input(UniProtKB:P57078)
GO:0004842	ubiquitin-protein transferase activity	has_direct_input(UniProtKB:P57078)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P58252)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P58252)
GO:0090002	establishment of protein localization to plasma membrane	has_direct_input(UniProtKB:P58390)
GO:0055013	cardiac muscle cell development	has_direct_input(UniProtKB:P58390)
GO:2001137	positive regulation of endocytic recycling	has_direct_input(UniProtKB:P58390)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:P59158)
GO:0017137	Rab GTPase binding	has_direct_input(UniProtKB:P59190)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:P60010)
GO:0000146	microfilament motor activity	has_direct_input(UniProtKB:P60010)
GO:0003823	antigen binding	has_direct_input(UniProtKB:P60033)
GO:0061462	protein localization to lysosome	has_direct_input(UniProtKB:P60033)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P60710)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P60710)
GO:0051290	protein heterotetramerization	has_direct_input(UniProtKB:P60903)
GO:0005085	guanyl-nucleotide exchange factor activity	has_direct_input(UniProtKB:P60953
GO:0017048	Rho GTPase binding	has_direct_input(UniProtKB:P60953
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:P61006)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P61006)
GO:0061512	protein localization to cilium	has_direct_input(UniProtKB:P61006)
GO:0018107	peptidyl-threonine phosphorylation	has_direct_input(UniProtKB:P61014)
GO:0004683	calmodulin-dependent protein kinase activity	has_direct_input(UniProtKB:P61014)
GO:0043547	positive regulation of GTPase activity	has_direct_input(UniProtKB:P61019)
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:P61019)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P61019)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P61020)
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:P61020)
GO:0032456	endocytic recycling	has_direct_input(UniProtKB:P61073)
GO:0017136	NAD-dependent histone deacetylase activity	has_direct_input(UniProtKB:P61830)
GO:0032403	protein complex binding	has_direct_input(UniProtKB:P61970)
GO:0008599	protein phosphatase type 1 regulator activity	has_direct_input(UniProtKB:P62136)
GO:0008599	protein phosphatase type 1 regulator activity	has_direct_input(UniProtKB:P62140)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P62196)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P62196)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P62270)
GO:0008241	peptidyl-dipeptidase activity	has_direct_input(UniProtKB:P62328:PRO_0000034295)
GO:0071539	protein localization to centrosome	has_direct_input(UniProtKB:P62491)
GO:0033124	obsolete regulation of GTP catabolic process	has_direct_input(UniProtKB:P62491)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P62491)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P62737)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P62737)
GO:0051290	protein heterotetramerization	has_direct_input(UniProtKB:P62805)
GO:0043547	positive regulation of GTPase activity	has_direct_input(UniProtKB:P62820)
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:P62820)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:P62820)
GO:0032403	protein complex binding	has_direct_input(UniProtKB:P62826
GO:0048365	Rac GTPase binding	has_direct_input(UniProtKB:P63000
GO:0048365	Rac GTPase binding	has_direct_input(UniProtKB:P63000)
GO:0005085	guanyl-nucleotide exchange factor activity	has_direct_input(UniProtKB:P63000)
GO:0048365	Rac GTPase binding	has_direct_input(UniProtKB:P63000)
GO:0016601	Rac protein signal transduction	has_direct_input(UniProtKB:P63000)
GO:0016601	Rac protein signal transduction	has_direct_input(UniProtKB:P63000)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P63038)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P63038)
GO:0001046	core promoter sequence-specific DNA binding	has_direct_input(UniProtKB:P63267)
GO:0033235	positive regulation of protein sumoylation	has_direct_input(UniProtKB:P63279
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:P68104
GO:0008233	peptidase activity	has_direct_input(UniProtKB:P68104)
GO:0008233	peptidase activity	has_direct_input(UniProtKB:P68133)
GO:2000480	negative regulation of cAMP-dependent protein kinase activity	has_direct_input(UniProtKB:P68181
GO:0051290	protein heterotetramerization	has_direct_input(UniProtKB:P68431)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P70188)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:P70188)
GO:0006606	protein import into nucleus	has_direct_input(UniProtKB:P70372)
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	has_direct_input(UniProtKB:P70424)
GO:0006479	protein methylation	has_direct_input(UniProtKB:P70618)
GO:0008276	protein methyltransferase activity	has_direct_input(UniProtKB:P70618)
GO:0035372	protein localization to microtubule	has_direct_input(UniProtKB:P78318)
GO:0035372	protein localization to microtubule	has_direct_input(UniProtKB:P78352)
GO:0030165	PDZ domain binding	has_direct_input(UniProtKB:P78352)
GO:0004175	endopeptidase activity	has_direct_input(UniProtKB:P78536)
GO:0004872	receptor activity	has_direct_input(UniProtKB:P81172)
GO:0070262	peptidyl-serine dephosphorylation	has_direct_input(UniProtKB:P83268)
GO:0004722	protein serine/threonine phosphatase activity	has_direct_input(UniProtKB:P83268)
GO:0004175	endopeptidase activity	has_direct_input(UniProtKB:P97953)
GO:0016485	protein processing	has_direct_input(UniProtKB:P97953)
GO:0010573	vascular endothelial growth factor production	has_direct_input(UniProtKB:P97953)
GO:0004842	ubiquitin-protein transferase activity	has_direct_input(UniProtKB:P98170)
GO:0043065	positive regulation of apoptotic process	has_direct_input(UniProtKB:P98170)
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	has_direct_input(UniProtKB:P98170)
GO:0043547	positive regulation of GTPase activity	has_direct_input(UniProtKB:Q00582)
GO:0005088	Ras guanyl-nucleotide exchange factor activity	has_direct_input(UniProtKB:Q00582)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:Q00582)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q00764)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:Q00987)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q01094
GO:0050821	protein stabilization	has_direct_input(UniProtKB:Q01094)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q01589)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q01589)
GO:0070682	proteasome regulatory particle assembly	has_direct_input(UniProtKB:Q01939)
GO:0030674	protein binding, bridging	has_direct_input(UniProtKB:Q01939)
GO:0061630	ubiquitin protein ligase activity	has_direct_input(UniProtKB:Q02248)
GO:0018105	peptidyl-serine phosphorylation	has_direct_input(UniProtKB:Q02248)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q02248)
GO:0050817	coagulation	has_direct_input(UniProtKB:Q02383
GO:0051291	protein heterooligomerization	has_direct_input(UniProtKB:Q02383
GO:0000186	activation of MAPKK activity	has_direct_input(UniProtKB:Q02750)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q03213
GO:0005170	neurotrophin TRKC receptor binding	has_direct_input(UniProtKB:Q03351
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_direct_input(UniProtKB:Q03465)
GO:0004842	ubiquitin-protein transferase activity	has_direct_input(UniProtKB:Q03465)
GO:0000209	protein polyubiquitination	has_direct_input(UniProtKB:Q03465)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q03954
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q03954
GO:0004842	ubiquitin-protein transferase activity	has_direct_input(UniProtKB:Q04195)
GO:0016567	protein ubiquitination	has_direct_input(UniProtKB:Q04195)
GO:0004175	endopeptidase activity	has_direct_input(UniProtKB:Q04206
GO:0006508	proteolysis	has_direct_input(UniProtKB:Q04206
GO:0046982	protein heterodimerization activity	has_direct_input(UniProtKB:Q04206)
GO:0008233	peptidase activity	has_direct_input(UniProtKB:Q04637)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:Q05193)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q05670
GO:0042307	positive regulation of protein import into nucleus	has_direct_input(UniProtKB:Q05670)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q05670)
GO:0034504	protein localization to nucleus	has_direct_input(UniProtKB:Q05670)
GO:0046827	positive regulation of protein export from nucleus	has_direct_input(UniProtKB:Q05670)
GO:1990166	protein localization to site of double-strand break	has_direct_input(UniProtKB:Q06032
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q06144)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q06144)
GO:0070200	establishment of protein localization to telomere	has_direct_input(UniProtKB:Q06609)
GO:0070199	establishment of protein localization to chromosome	has_direct_input(UniProtKB:Q06680)
GO:0070199	establishment of protein localization to chromosome	has_direct_input(UniProtKB:Q06680)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q06706)
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	has_direct_input(UniProtKB:Q07812)
GO:0090200	positive regulation of release of cytochrome c from mitochondria	has_direct_input(UniProtKB:Q07812)
GO:0032461	positive regulation of protein oligomerization	has_direct_input(UniProtKB:Q07812)
GO:1902657	protein localization to prospore membrane	has_direct_input(UniProtKB:Q07878)
GO:0061630	ubiquitin protein ligase activity	has_direct_input(UniProtKB:Q07912)
GO:0019789	SUMO transferase activity	has_direct_input(UniProtKB:Q08204)
GO:0070200	establishment of protein localization to telomere	has_direct_input(UniProtKB:Q08297)
GO:0034067	protein localization to Golgi apparatus	has_direct_input(UniProtKB:Q08379)
GO:0034501	protein localization to kinetochore	has_direct_input(UniProtKB:Q08490)
GO:0018205	peptidyl-lysine modification	has_direct_input(UniProtKB:Q08499-6)
GO:0061630	ubiquitin protein ligase activity	has_direct_input(UniProtKB:Q08499-6)
GO:0051343	positive regulation of cyclic-nucleotide phosphodiesterase activity	has_direct_input(UniProtKB:Q08499-6)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:Q09490)
GO:0004252	serine-type endopeptidase activity	has_direct_input(UniProtKB:Q09626)
GO:0004252	serine-type endopeptidase activity	has_direct_input(UniProtKB:Q09627)
GO:0004252	serine-type endopeptidase activity	has_direct_input(UniProtKB:Q09628)
GO:0061631	ubiquitin conjugating enzyme activity	has_direct_input(UniProtKB:Q10653
GO:0006611	protein export from nucleus	has_direct_input(UniProtKB:Q10666)
GO:0010388	cullin deneddylation	has_direct_input(UniProtKB:Q12018)
GO:0006470	protein dephosphorylation	has_direct_input(UniProtKB:Q12158)
GO:0016887	ATPase activity	has_direct_input(UniProtKB:Q12158)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:Q12196)
GO:0046777	protein autophosphorylation	has_direct_input(UniProtKB:Q12196)
GO:0004842	ubiquitin-protein transferase activity	has_direct_input(UniProtKB:Q12216)
GO:0016567	protein ubiquitination	has_direct_input(UniProtKB:Q12216)
GO:0006612	protein targeting to membrane	has_direct_input(UniProtKB:Q12246)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q12248
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q12248
GO:0019948	SUMO activating enzyme activity	has_direct_input(UniProtKB:Q12306)
GO:0006470	protein dephosphorylation	has_direct_input(UniProtKB:Q12369)
GO:0004721	phosphoprotein phosphatase activity	has_direct_input(UniProtKB:Q12369)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q12412)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q12522)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:Q12674
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q12674
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:Q12675
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q12675
GO:0018105	peptidyl-serine phosphorylation	has_direct_input(UniProtKB:Q12778)
GO:0000976	transcription regulatory region sequence-specific DNA binding	has_direct_input(UniProtKB:Q12794)
GO:1901016	regulation of potassium ion transmembrane transporter activity	has_direct_input(UniProtKB:Q12809)
GO:1902309	negative regulation of peptidyl-serine dephosphorylation	has_direct_input(UniProtKB:Q12809)
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_direct_input(UniProtKB:Q12809)
GO:1901800	positive regulation of proteasomal protein catabolic process	has_direct_input(UniProtKB:Q12809)
GO:1901979	regulation of inward rectifier potassium channel activity	has_direct_input(UniProtKB:Q12809)
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	has_direct_input(UniProtKB:Q12809)
GO:0019870	potassium channel inhibitor activity	has_direct_input(UniProtKB:Q12809)
GO:2000009	negative regulation of protein localization to cell surface	has_direct_input(UniProtKB:Q12809)
GO:0015459	potassium channel regulator activity	has_direct_input(UniProtKB:Q12809)
GO:0070936	protein K48-linked ubiquitination	has_direct_input(UniProtKB:Q12809)
GO:0070320	inward rectifier potassium channel inhibitor activity	has_direct_input(UniProtKB:Q12809)
GO:1901017	negative regulation of potassium ion transmembrane transporter activity	has_direct_input(UniProtKB:Q12809)
GO:0001164	RNA polymerase I CORE element sequence-specific DNA binding	has_direct_input(UniProtKB:Q12824)
GO:0006611	protein export from nucleus	has_direct_input(UniProtKB:Q12906)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q12931)
GO:0018105	peptidyl-serine phosphorylation	has_direct_input(UniProtKB:Q12931)
GO:0061630	ubiquitin protein ligase activity	has_direct_input(UniProtKB:Q12933)
GO:0097016	L27 domain binding	has_direct_input(UniProtKB:Q12959)
GO:0016279	protein-lysine N-methyltransferase activity	has_direct_input(UniProtKB:Q12962)
GO:0005515	protein binding	has_direct_input(UniProtKB:Q13061)
GO:0035970	peptidyl-threonine dephosphorylation	has_direct_input(UniProtKB:Q13131)
GO:0035970	peptidyl-threonine dephosphorylation	has_direct_input(UniProtKB:Q13153)
GO:0004722	protein serine/threonine phosphatase activity	has_direct_input(UniProtKB:Q13153)
GO:0004197	cysteine-type endopeptidase activity	has_direct_input(UniProtKB:Q13177)
GO:0004722	protein serine/threonine phosphatase activity	has_direct_input(UniProtKB:Q13177)
GO:0005515	protein binding	has_direct_input(UniProtKB:Q13188)
GO:0050821	protein stabilization	has_direct_input(UniProtKB:Q13188)
GO:1990405	protein antigen binding	has_direct_input(UniProtKB:Q13241)
GO:0008233	peptidase activity	has_direct_input(UniProtKB:Q13263)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q13316
GO:0002020	protease binding	has_direct_input(UniProtKB:Q13444)
GO:0002020	protease binding	has_direct_input(UniProtKB:Q13444)
GO:0050839	cell adhesion molecule binding	has_direct_input(UniProtKB:Q13477
GO:0050839	cell adhesion molecule binding	has_direct_input(UniProtKB:Q13477
GO:0050839	cell adhesion molecule binding	has_direct_input(UniProtKB:Q13477
GO:0050839	cell adhesion molecule binding	has_direct_input(UniProtKB:Q13477
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q13485
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q13485
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q13485)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q13485)
GO:0043065	positive regulation of apoptotic process	has_direct_input(UniProtKB:Q13489)
GO:0043065	positive regulation of apoptotic process	has_direct_input(UniProtKB:Q13490)
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q13541)
GO:0032403	protein complex binding	has_direct_input(UniProtKB:Q13546
GO:0032403	protein complex binding	has_direct_input(UniProtKB:Q13546
GO:0032403	protein complex binding	has_direct_input(UniProtKB:Q13546
GO:1902523	positive regulation of protein K63-linked ubiquitination	has_direct_input(UniProtKB:Q13546)
GO:1902527	positive regulation of protein monoubiquitination	has_direct_input(UniProtKB:Q13546)
GO:0031398	positive regulation of protein ubiquitination	has_direct_input(UniProtKB:Q13546)
GO:1902530	positive regulation of protein linear polyubiquitination	has_direct_input(UniProtKB:Q13546)
GO:1902524	positive regulation of protein K48-linked ubiquitination	has_direct_input(UniProtKB:Q13546)
GO:0004842	ubiquitin-protein transferase activity	has_direct_input(UniProtKB:Q13546)
GO:0008233	peptidase activity	has_direct_input(UniProtKB:Q13546)
GO:0008233	peptidase activity	has_direct_input(UniProtKB:Q13546)
GO:0033192	calmodulin-dependent protein phosphatase activity	has_direct_input(UniProtKB:Q13555)
GO:0035970	peptidyl-threonine dephosphorylation	has_direct_input(UniProtKB:Q13555)
GO:0046777	protein autophosphorylation	has_direct_input(UniProtKB:Q13557)
GO:0046982	protein heterodimerization activity	has_direct_input(UniProtKB:Q13596)
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:Q13637)
GO:0043547	positive regulation of GTPase activity	has_direct_input(UniProtKB:Q13637)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:Q13637)
GO:0006508	proteolysis	has_direct_input(UniProtKB:Q13813)
GO:0090002	establishment of protein localization to plasma membrane	has_direct_input(UniProtKB:Q14118
GO:0006468	protein phosphorylation	has_direct_input(UniProtKB:Q14155)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:Q14155)
GO:0001934	positive regulation of protein phosphorylation	has_direct_input(UniProtKB:Q14247)
GO:0090002	establishment of protein localization to plasma membrane	has_direct_input(UniProtKB:Q14524
GO:0018107	peptidyl-threonine phosphorylation	has_direct_input(UniProtKB:Q14524)
GO:2000650	negative regulation of sodium ion transmembrane transporter activity	has_direct_input(UniProtKB:Q14524)
GO:2000649	regulation of sodium ion transmembrane transporter activity	has_direct_input(UniProtKB:Q14524)
GO:0016567	protein ubiquitination	has_direct_input(UniProtKB:Q14524)
GO:0004683	calmodulin-dependent protein kinase activity	has_direct_input(UniProtKB:Q14524)
GO:0017080	sodium channel regulator activity	has_direct_input(UniProtKB:Q14524)
GO:0018105	peptidyl-serine phosphorylation	has_direct_input(UniProtKB:Q14524)
GO:0019871	sodium channel inhibitor activity	has_direct_input(UniProtKB:Q14524)
GO:0004674	protein serine/threonine kinase activity	has_direct_input(UniProtKB:Q14524)
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation	has_direct_input(UniProtKB:Q14524)
GO:0019855	calcium channel inhibitor activity	has_direct_input(UniProtKB:Q14643)
GO:0035335	peptidyl-tyrosine dephosphorylation	has_direct_input(UniProtKB:Q14764
GO:0004713	protein tyrosine kinase activity	has_direct_input(UniProtKB:Q14764)
GO:0006471	protein ADP-ribosylation	has_direct_input(UniProtKB:Q14974)
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	has_direct_input(UniProtKB:Q15011)
GO:0071786	endoplasmic reticulum tubular network organization	has_direct_input(UniProtKB:Q15042
GO:1903373	positive regulation of endoplasmic reticulum tubular network organization	has_direct_input(UniProtKB:Q15042
GO:0017112	Rab guanyl-nucleotide exchange factor activity	has_direct_input(UniProtKB:Q15042
GO:0097051	establishment of protein localization to endoplasmic reticulum membrane	has_direct_input(UniProtKB:Q15042
GO:0008233	peptidase activity	has_direct_input(UniProtKB:Q15067)
GO:0070234	positive regulation of T cell apoptotic process	has_direct_input(UniProtKB:Q15116)
GO:0071539	protein localization to centrosome	has_direct_input(UniProtKB:Q15154)
GO:0033126	obsolete positive regulation of GTP catabolic process	has_direct_input(UniProtKB:Q15286)
GO:0005096	GTPase activator activity	has_direct_input(UniProtKB:Q15286)
GO:0005085	guanyl-nucleotide exchange factor activity	has_direct_input(UniProtKB:Q15286)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q15796)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_direct_input(UniProtKB:Q15796)
GO:0004725	protein tyrosine phosphatase activity	has_direct_input(UniProtKB:Q16288)
GO:0004672	protein kinase activity	has_direct_input(UniProtKB:Q16555)
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	has_direct_input(UniProtKB:Q16643)
GO:0006508	proteolysis	has_direct_input(UniProtKB:Q16651)
GO:0008236	serine-type peptidase activity	has_direct_input(UniProtKB:Q16651)
GO:0061630	ubiquitin protein ligase activity	has_direct_input(UniProtKB:Q16665)
