GP ID	SOURCE	GO_ID	GO_NAME	REL	TARGET_ID	TARGET_NAME
Q62217	UniProt	GO:0048843	negative regulation of axon extension involved in axon guidance	dependent_on	GO:1990256	signal clustering
Q62386	UniProt	GO:2000778	positive regulation of interleukin-6 secretion	dependent_on	UniProtKB:Q8K4C2	
Q64729	UniProt	GO:0005768	endosome	dependent_on	GO:0071559	response to transforming growth factor beta
Q6A0D4	UniProt	GO:0032596	protein transport into membrane raft	dependent_on	UniProtKB:B2KG65	
Q6EDY6	UniProt	GO:0030838	positive regulation of actin filament polymerization	dependent_on	GO:0051638	barbed-end actin filament uncapping
Q6EMK4	UniProt	GO:0010719	negative regulation of epithelial to mesenchymal transition	dependent_on	GO:0006509	membrane protein ectodomain proteolysis
Q6EMK4	UniProt	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	dependent_on	GO:0006509	membrane protein ectodomain proteolysis
Q6JHU8	UniProt	GO:0032991	macromolecular complex	dependent_on	UniProtKB:P24367	
Q6JHU8	UniProt	GO:0032991	macromolecular complex	dependent_on	UniProtKB:Q90830	
Q6P9F0	ParkinsonsUK-UCL	GO:0030331	estrogen receptor binding	dependent_on	CHEBI:16469	17beta-estradiol
Q6P9F0	ParkinsonsUK-UCL	GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	dependent_on	CHEBI:16469	17beta-estradiol
Q6P9F0	ParkinsonsUK-UCL	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	dependent_on	CHEBI:16469	17beta-estradiol
Q6P9F0	ParkinsonsUK-UCL	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	dependent_on	UniProtKB:Q92731	
Q6P9J9	UniProt	GO:0060100	positive regulation of phagocytosis, engulfment	dependent_on	CHEBI:15422	ATP
Q6P9J9	UniProt	GO:1902476	chloride transmembrane transport	dependent_on	CHEBI:29108	calcium(2+)
Q6PJI9	SGD	GO:0032008	positive regulation of TOR signaling	dependent_on	UniProtKB:O75140	
Q71MM8	AgBase	GO:0004963	follicle-stimulating hormone receptor activity	dependent_on	UniProtKB:Q9DG93	
Q71MM8	AgBase	GO:0032354	response to follicle-stimulating hormone	dependent_on	UniProtKB:Q9DG93	
Q71MM8	AgBase	GO:0034699	response to luteinizing hormone	dependent_on	UniProtKB:P07732	
Q71MM9	AgBase	GO:0004964	luteinizing hormone receptor activity	dependent_on	UniProtKB:Q9DG92	
Q71MM9	AgBase	GO:0032354	response to follicle-stimulating hormone	dependent_on	UniProtKB:Q5QHN8	
Q71MM9	AgBase	GO:0034699	response to luteinizing hormone	dependent_on	UniProtKB:Q9DG92	
Q75JZ1	DictyBase	GO:0060176	regulation of aggregation involved in sorocarp development	dependent_on	GO:0034613	cellular protein localization
Q75ZY9	UniProt	GO:0050918	positive chemotaxis	dependent_on	GO:0071526	semaphorin-plexin signaling pathway
Q769I5	UniProt	GO:0050918	positive chemotaxis	dependent_on	GO:0071526	semaphorin-plexin signaling pathway
Q76P24	DictyBase	GO:0006935	chemotaxis	dependent_on	CHEBI:29103	potassium(1+)
Q76P24	DictyBase	GO:0006935	chemotaxis	dependent_on	CHEBI:29108	calcium(2+)
Q77Q71	AgBase	GO:0045070	positive regulation of viral genome replication	dependent_on	GO:0042803	protein homodimerization activity
Q7K2X8	UniProt	GO:0045793	positive regulation of cell size	dependent_on	GO:0034198	cellular response to amino acid starvation
Q7L7L0	UniProt	GO:0006337	nucleosome disassembly	dependent_on	GO:0035518	histone H2A monoubiquitination
Q7L7L0	UniProt	GO:0070914	UV-damage excision repair	dependent_on	GO:0035518	histone H2A monoubiquitination
Q7LZ75	AgBase	GO:0001661	conditioned taste aversion	dependent_on	GO:0050909	sensory perception of taste
Q7TMA4	UniProt	GO:0043066	negative regulation of apoptotic process	dependent_on	GO:0070374	positive regulation of ERK1 and ERK2 cascade
Q7TNI7	UniProt	GO:2000778	positive regulation of interleukin-6 secretion	dependent_on	UniProtKB:Q8K4C2	
Q7TS55	UniProt	GO:0045785	positive regulation of cell adhesion	dependent_on	GO:0032496	response to lipopolysaccharide
Q7TS55	UniProt	GO:0090026	positive regulation of monocyte chemotaxis	dependent_on	GO:0004945	angiotensin type II receptor activity
Q7TS55	UniProt	GO:0090026	positive regulation of monocyte chemotaxis	dependent_on	GO:0038151	CCL2-activated CCR2 signaling pathway
Q7TS55	UniProt	GO:2000329	negative regulation of T-helper 17 cell lineage commitment	dependent_on	CHEBI:37537	phorbol 13-acetate 12-myristate
Q7Z406	UniProt	GO:0031032	actomyosin structure organization	dependent_on	GO:0016887	ATPase activity
Q7Z460	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
Q7Z460	UniProt	GO:0010634	positive regulation of epithelial cell migration	dependent_on	GO:0051895	negative regulation of focal adhesion assembly
Q7Z460	UniProt	GO:0045180	basal cortex	dependent_on	GO:0000226	microtubule cytoskeleton organization
Q7Z5G4	UniProt	GO:0005515	protein binding	dependent_on	CHEBI:22065	S-palmitoyl-L-cysteine
Q80TH2	UniProt	GO:0071638	negative regulation of monocyte chemotactic protein-1 production	dependent_on	GO:0032495	response to muramyl dipeptide
Q86JM7	DictyBase	GO:0070177	contractile vacuole discharge	dependent_on	CHEBI:15422	ATP
Q86JM7	DictyBase	GO:0070588	calcium ion transmembrane transport	dependent_on	CHEBI:15422	ATP
Q86JM7	DictyBase	GO:0070588	calcium ion transmembrane transport	dependent_on	CHEBI:15422	ATP
Q86KB1	DictyBase	GO:0002031	G-protein coupled receptor internalization	dependent_on	CHEBI:17489	3',5'-cyclic AMP
Q86SQ0	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
Q86UU1	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
Q86VI3	UniProt	GO:0005516	calmodulin binding	dependent_on	CHEBI:29108	calcium(2+)
Q86VN1	UniProt	GO:0031902	late endosome membrane	dependent_on	UniProtKB:Q96NA2	
Q86VZ4	AgBase	GO:0051219	phosphoprotein binding	dependent_on	GO:0001595	angiotensin receptor activity
Q86Z14	UniProt	GO:0005104	fibroblast growth factor receptor binding	dependent_on	UniProtKB:Q86Z14	
Q8BGE7	UniProt	GO:0010628	positive regulation of gene expression	dependent_on	GO:0035456	response to interferon-beta
Q8BGE7	UniProt	GO:0010628	positive regulation of gene expression	dependent_on	GO:0098586	cellular response to virus
Q8BGE7	UniProt	GO:0019901	protein kinase binding	dependent_on	GO:0098586	cellular response to virus
Q8BHY3	UniProt	GO:0005247	voltage-gated chloride channel activity	dependent_on	CHEBI:29108	calcium(2+)
Q8BHY3	UniProt	GO:0005254	chloride channel activity	dependent_on	CHEBI:17489	3',5'-cyclic AMP
Q8BHY3	UniProt	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	dependent_on	CHEBI:17489	3',5'-cyclic AMP
Q8BHY3	UniProt	GO:1902476	chloride transmembrane transport	dependent_on	CHEBI:17489	3',5'-cyclic AMP
Q8BK67	UniProt	GO:0048365	Rac GTPase binding	dependent_on	GO:0019003	GDP binding
Q8BUN5	UniProt	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	dependent_on	GO:0050862	positive regulation of T cell receptor signaling pathway
Q8IUC6	UniProt	GO:0097342	ripoptosome	dependent_on	GO:0070266	necroptotic process
Q8IUQ4	UniProt	GO:0004842	ubiquitin-protein transferase activity	dependent_on	UniProtKB:O43236	
Q8IUQ4	UniProt	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	dependent_on	UniProtKB:O43236	
Q8IYI6	UniProt	GO:0017160	Ral GTPase binding	dependent_on	GO:0016567	protein ubiquitination
Q8IYM9	UniProt	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	dependent_on	UniProtKB:P49116	
Q8IYM9	UniProt	GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	dependent_on	UniProtKB:P49116	
Q8IZA3	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
Q8IZY2	Alzheimers Project at University of Toronto 	GO:0033344	cholesterol efflux	dependent_on	GO:0034188	apolipoprotein A-I receptor activity
Q8IZY2	Alzheimers Project at University of Toronto 	GO:0033700	phospholipid efflux	dependent_on	GO:0034188	apolipoprotein A-I receptor activity
Q8JZS6	UniProt	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	dependent_on	UniProtKB:Q3UP87	
Q8JZS6	UniProt	GO:0001106	RNA polymerase II transcription corepressor activity	dependent_on	UniProtKB:Q3UP87	
Q8K1M6	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
Q8K1M6	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
Q8K3Z0	UniProt	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	dependent_on	CHEBI:59414	muramyl dipeptide
Q8K3Z0	UniProt	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	dependent_on	GO:0032494	response to peptidoglycan
Q8N271	UniProt	GO:0048550	negative regulation of pinocytosis	dependent_on	CHEBI:16113	cholesterol
Q8N271	UniProt	GO:0048550	negative regulation of pinocytosis	dependent_on	GO:0032488	Cdc42 protein signal transduction
Q8N271	UniProt	GO:2001287	negative regulation of caveolin-mediated endocytosis	dependent_on	CHEBI:16113	cholesterol
Q8N441	UniProt	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	dependent_on	GO:0008201	heparin binding
Q8NAP3	UniProt	GO:0045892	negative regulation of transcription, DNA-templated	dependent_on	CHEBI:29309	methyl
Q8NG11	UniProt	GO:0045747	positive regulation of Notch signaling pathway	dependent_on	GO:0090002	establishment of protein localization to plasma membrane
Q8NHL6	UniProt	GO:0008157	protein phosphatase 1 binding	dependent_on	GO:0018108	peptidyl-tyrosine phosphorylation
Q8T135	DictyBase	GO:0008017	microtubule binding	dependent_on	CHEBI:15422	ATP
Q8T9S7	DictyBase	GO:0005829	cytosol	dependent_on	CHEBI:27470	folic acid
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O94776	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O95983	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O96019	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P07910	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P51532	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P60709	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q12824	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13547	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q14839	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8WXI9	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92769	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92922	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92925	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q969G3	
Q8TAQ2	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9UBB5	
Q8TEU7	UniProt	GO:0016324	apical plasma membrane	dependent_on	GO:0045198	establishment of epithelial cell apical/basal polarity
Q8TEU7	UniProt	GO:0043547	positive regulation of GTPase activity	dependent_on	GO:0030859	polarized epithelial cell differentiation
Q8TEU7	UniProt	GO:0043547	positive regulation of GTPase activity	dependent_on	UniProtKB:Q9Y4G8	
Q8TEU7	UniProt	GO:0072659	protein localization to plasma membrane	dependent_on	GO:0030859	polarized epithelial cell differentiation
Q8TEU7	UniProt	GO:0072659	protein localization to plasma membrane	dependent_on	UniProtKB:Q9Y4G8	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O14929	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O14929	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P49321	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P49321	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P54198	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P62805	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P62805	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P68431	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P84243	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13111	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13112	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9NVP2	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9NVP2	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9Y294	
Q8TEX9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9Y294	
Q8TEY7	UniProt	GO:0017160	Ral GTPase binding	dependent_on	GO:0016567	protein ubiquitination
Q8TEY7	UniProt	GO:0032091	negative regulation of protein binding	dependent_on	GO:0016579	protein deubiquitination
Q8VDD5	UniProt	GO:0019904	protein domain specific binding	dependent_on	CHEBI:29108	calcium(2+)
Q8VIK3	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
Q8VIM0	UniProt	GO:0001819	positive regulation of cytokine production	dependent_on	GO:1900426	positive regulation of defense response to bacterium
Q8VIM0	UniProt	GO:0032722	positive regulation of chemokine production	dependent_on	GO:1900426	positive regulation of defense response to bacterium
Q8VIM0	UniProt	GO:0032732	positive regulation of interleukin-1 production	dependent_on	GO:1900426	positive regulation of defense response to bacterium
Q8VIM0	UniProt	GO:0032732	positive regulation of interleukin-1 production	dependent_on	UniProtKB:P29452	
Q8VIM0	UniProt	GO:0043032	positive regulation of macrophage activation	dependent_on	GO:0032732	positive regulation of interleukin-1 production
Q8VIM0	UniProt	GO:0043032	positive regulation of macrophage activation	dependent_on	UniProtKB:P13504	
Q8VIM0	UniProt	GO:0043032	positive regulation of macrophage activation	dependent_on	UniProtKB:P29452	
Q8WUM4	UniProt	GO:0070971	endoplasmic reticulum exit site	dependent_on	GO:0048306	calcium-dependent protein binding
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O94776	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O95983	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O96019	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P07910	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P51532	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P60709	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q12824	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13547	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q14839	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8TAQ2	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92769	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92922	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92925	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q969G3	
Q8WXI9	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9UBB5	
Q8ZQQ2	AgBase	GO:0051082	unfolded protein binding	dependent_on	CHEBI:15422	ATP
Q90830	UniProt	GO:0032991	macromolecular complex	dependent_on	UniProtKB:P24367	
Q90830	UniProt	GO:0032991	macromolecular complex	dependent_on	UniProtKB:Q6JHU8	
Q90WG6	AgBase	GO:0090632	N-glycolylneuraminic acid (Neu5Gc) cytidylyltransferase activity	dependent_on	CHEBI:18420	magnesium(2+)
Q90WG6	AgBase	GO:0090632	N-glycolylneuraminic acid (Neu5Gc) cytidylyltransferase activity	dependent_on	CHEBI:29035	manganese(2+)
Q90WG6	AgBase	GO:0090633	keto-deoxynonulosonic acid (KDN) cytidylyltransferase activity	dependent_on	CHEBI:18420	magnesium(2+)
Q90WG6	AgBase	GO:0090633	keto-deoxynonulosonic acid (KDN) cytidylyltransferase activity	dependent_on	CHEBI:29035	manganese(2+)
Q90XS7	AgBase	GO:0032991	macromolecular complex	dependent_on	GO:0006956	complement activation
Q91V24	Alzheimers Project at University of Toronto 	GO:1902995	positive regulation of phospholipid efflux	dependent_on	GO:0034188	apolipoprotein A-I receptor activity
Q91YI4	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
Q91YI4-2	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
Q92462	PomBase	GO:0005515	protein binding	dependent_on	Pfam:PF13002	
Q92466	UniProt	GO:0070914	UV-damage excision repair	dependent_on	GO:0035518	histone H2A monoubiquitination
Q92731	ParkinsonsUK-UCL	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	dependent_on	CHEBI:16469	17beta-estradiol
Q92731	ParkinsonsUK-UCL	GO:0005515	protein binding	dependent_on	CHEBI:16469	17beta-estradiol
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O94776	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O95983	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O96019	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P07910	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P51532	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P60709	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q12824	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13547	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q14839	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8TAQ2	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8WXI9	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92922	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92925	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q969G3	
Q92769	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9UBB5	
Q92802	UniProt	GO:0017053	transcriptional repressor complex	dependent_on	UniProtKB:P08246	
Q92802	UniProt	GO:0017053	transcriptional repressor complex	dependent_on	UniProtKB:Q99684	
Q92851	UniProt	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	dependent_on	UniProtKB:O15111	
Q92851	UniProt	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	dependent_on	UniProtKB:Q13546	
Q92851	UniProt	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	dependent_on	UniProtKB:Q99558	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O94776	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O95983	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O96019	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P07910	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P51532	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P60709	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q12824	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13547	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q14839	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8TAQ2	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8WXI9	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92769	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92925	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q969G3	
Q92922	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9UBB5	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O94776	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O95983	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O96019	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P07910	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P51532	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P60709	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q12824	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13547	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q14839	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8TAQ2	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8WXI9	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92769	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92922	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q969G3	
Q92925	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9UBB5	
Q93794	UniProt	GO:0010826	negative regulation of centrosome duplication	dependent_on	GO:0031647	regulation of protein stability
Q93794	UniProt	GO:0046660	female sex differentiation	dependent_on	UniProtKB:G5ECU1	
Q969F2	BHF-UCL	GO:0090090	negative regulation of canonical Wnt signaling pathway	dependent_on	UniProtKB:Q06190-2	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O94776	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O95983	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:O96019	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P07910	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P51532	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:P60709	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q09028	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q12824	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q13547	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q14839	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8TAQ2	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q8WXI9	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92769	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92922	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q92925	
Q969G3	UniProt	GO:0043234	protein complex	dependent_on	UniProtKB:Q9UBB5	
Q969G9	BHF-UCL	GO:0090090	negative regulation of canonical Wnt signaling pathway	dependent_on	UniProtKB:Q06190-2	
Q969V3	UniProt	GO:0005515	protein binding	dependent_on	SO:0001077	
Q96EE3	SGD	GO:0032008	positive regulation of TOR signaling	dependent_on	UniProtKB:O75140	
Q96EE3	UniProt	GO:0034629	cellular protein complex localization	dependent_on	GO:0071230	cellular response to amino acid stimulus
Q96EY5	UniProt	GO:0005515	protein binding	dependent_on	GO:0005515	protein binding
Q96FZ7	UniProt	GO:0010008	endosome membrane	dependent_on	UniProtKB:Q9UN37	
Q96H20	UniProt	GO:0010008	endosome membrane	dependent_on	UniProtKB:Q9UN37	
Q96H20	UniProt	GO:0031902	late endosome membrane	dependent_on	UniProtKB:Q96NA2	
Q96H20	UniProt	GO:0048471	perinuclear region of cytoplasm	dependent_on	UniProtKB:Q86VN1	
Q96H20	UniProt	GO:0048471	perinuclear region of cytoplasm	dependent_on	UniProtKB:Q9BRG1	
Q96H20	UniProt	GO:0055037	recycling endosome	dependent_on	UniProtKB:P00533	
Q96KP1	UniProt	GO:0017160	Ral GTPase binding	dependent_on	GO:0016567	protein ubiquitination
Q96QK1	UniProt	GO:0005515	protein binding	dependent_on	GO:0005515	protein binding
Q96RT1	UniProt	GO:0010628	positive regulation of gene expression	dependent_on	GO:0032495	response to muramyl dipeptide
Q96RT1	UniProt	GO:0010628	positive regulation of gene expression	dependent_on	GO:0032496	response to lipopolysaccharide
Q96RT1	UniProt	GO:0010628	positive regulation of gene expression	dependent_on	GO:0071356	cellular response to tumor necrosis factor
Q96RT1	UniProt	GO:0032088	negative regulation of NF-kappaB transcription factor activity	dependent_on	CHEBI:59414	muramyl dipeptide
Q96RT1	UniProt	GO:0032088	negative regulation of NF-kappaB transcription factor activity	dependent_on	GO:0032494	response to peptidoglycan
Q96RT1	UniProt	GO:0032495	response to muramyl dipeptide	dependent_on	GO:0032496	response to lipopolysaccharide
Q96RT1	UniProt	GO:0070433	negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	dependent_on	GO:0032495	response to muramyl dipeptide
Q96S15	SGD	GO:0032008	positive regulation of TOR signaling	dependent_on	UniProtKB:O75140	
Q98SN3	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
Q98SN3	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
Q98SN3	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
Q98SN7	AgBase	GO:0090270	regulation of fibroblast growth factor production	dependent_on	UniProtKB:F1NHT7	
Q98SN7	AgBase	GO:0090270	regulation of fibroblast growth factor production	dependent_on	UniProtKB:O42486	
Q99497	ParkinsonsUK-UCL	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	dependent_on	GO:0033234	negative regulation of protein sumoylation
Q99500	UniProt	GO:0005178	integrin binding	dependent_on	CHEBI:37550	sphingosine 1-phosphate
Q99500	UniProt	GO:0005178	integrin binding	dependent_on	UniProtKB:P14210	
Q99500	UniProt	GO:0005178	integrin binding	dependent_on	UniProtKB:P21453	
Q99500	UniProt	GO:1903141	negative regulation of establishment of endothelial barrier	dependent_on	CHEBI:37550	sphingosine 1-phosphate
Q99500	UniProt	GO:1903141	negative regulation of establishment of endothelial barrier	dependent_on	UniProtKB:P14210	
Q99572	UniProt	GO:0034767	positive regulation of ion transmembrane transport	dependent_on	CHEBI:17996	chloride
