GO_ID	GO_NAME	ANNOTATION_EXTENSION
GO:0034613	cellular protein localization	has_input(PomBase:SPBC530.04)
GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_input(PomBase:SPBC582.03)
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	has_input(PomBase:SPBC582.03)
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	has_input(PomBase:SPBC582.03)
GO:0034613	cellular protein localization	has_input(PomBase:SPBC609.02)
GO:0034613	cellular protein localization	has_input(PomBase:SPBC651.03c)
GO:0034501	protein localization to kinetochore	has_input(PomBase:SPBC725.12)
GO:0006606	protein import into nucleus	has_input(PomBase:SPBC776.13)
GO:0034613	cellular protein localization	has_input(PomBase:SPBC800.03)
GO:0034613	cellular protein localization	has_input(PomBase:SPBC902.06)
GO:0034613	cellular protein localization	has_input(PomBase:SPBP19A11.04c)
GO:0072697	protein localization to cell cortex	has_input(PomBase:SPBP19A11.04c)
GO:0034501	protein localization to kinetochore	has_input(PomBase:SPBP35G2.03c)
GO:0006606	protein import into nucleus	has_input(PomBase:SPBP4H10.06c)
GO:0034501	protein localization to kinetochore	has_input(PomBase:SPBP4H10.06c)
GO:0034503	protein localization to nucleolar rDNA repeats	has_input(PomBase:SPBP4H10.06c)
GO:0034613	cellular protein localization	has_input(PomBase:SPBP4H10.06c)
GO:0034613	cellular protein localization	has_input(PomBase:SPBPJ4664.03)
GO:0071833	peptide pheromone export involved in conjugation with cellular fusion	has_input(PomBase:SPBPJ4664.03)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC1183.12)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC1223.06)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC126.02c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC126.06)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC1322.12c)
GO:0071168	protein localization to chromatin	has_input(PomBase:SPCC16A11.17)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC1739.11c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC1753.03c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC1795.01c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC188.08c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC188.13c)
GO:0071574	protein localization to medial cortex	has_input(PomBase:SPCC18B5.03)
GO:0097248	maintenance of protein location in cell cortex of cell tip	has_input(PomBase:SPCC1919.10c)
GO:0010620	negative regulation of transcription by transcription factor catabolism	has_input(PomBase:SPCC290.04)
GO:0034501	protein localization to kinetochore	has_input(PomBase:SPCC320.13c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC338.08)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC338.17c)
GO:0071574	protein localization to medial cortex	has_input(PomBase:SPCC4B3.15)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC5E4.04)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC613.12c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC645.05c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC736.11)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC830.08c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC895.05)
GO:1990151	protein localization to cell tip	has_input(PomBase:SPCC895.05)
GO:1902486	protein localization to growing cell tip	has_input(PomBase:SPCC895.05)
GO:1902575	protein localization to cell division site involved in cytokinesis, actomyosin contractile ring assembly	has_input(PomBase:SPCC895.05)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC895.07)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC962.02c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCC970.04c)
GO:0071574	protein localization to medial cortex	has_input(PomBase:SPCC970.04c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCP1E11.04c)
GO:0034613	cellular protein localization	has_input(PomBase:SPCPJ732.01)
GO:0034474	U2 snRNA 3'-end processing	has_input(PomBase:SPSNRNA.02)
GO:0097271	protein localization to bud neck	has_input(SGD:S000000022)
GO:0016887	ATPase activity	has_input(SGD:S000000596)
GO:0016887	ATPase activity	has_input(SGD:S000000596)
GO:0010485	H4 histone acetyltransferase activity	has_input(SGD:S000000782)
GO:0016887	ATPase activity	has_input(SGD:S000001774)
GO:0016887	ATPase activity	has_input(SGD:S000001774)
GO:0006392	transcription elongation from mitochondrial promoter	has_input(SGD:S000001858)
GO:0004674	protein serine/threonine kinase activity	has_input(SGD:S000002520)
GO:0000009	alpha-1,6-mannosyltransferase activity	has_input(SGD:S000002653)
GO:0045762	positive regulation of adenylate cyclase activity	has_input(SGD:S000003542)
GO:0006468	protein phosphorylation	has_input(SGD:S000005075)
GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	has_input(SGD:S000006017)
GO:0008104	protein localization	has_input(UniProtKB:A1Z6E0)
GO:0045184	establishment of protein localization	has_input(UniProtKB:A2ARA8)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:D3Z1W3
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:D3Z1W3
GO:0019901	protein kinase binding	has_input(UniProtKB:D3Z9M9)
GO:0010634	positive regulation of epithelial cell migration	has_input(UniProtKB:E2RPX1)
GO:0010634	positive regulation of epithelial cell migration	has_input(UniProtKB:E2RPX1)
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	has_input(UniProtKB:E2RPX1)
GO:2000394	positive regulation of lamellipodium morphogenesis	has_input(UniProtKB:E2RPX1)
GO:2000394	positive regulation of lamellipodium morphogenesis	has_input(UniProtKB:E2RPX1)
GO:0072594	establishment of protein localization to organelle	has_input(UniProtKB:E9PY46)
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation	has_input(UniProtKB:E9PZQ0)
GO:0033137	negative regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:E9Q401
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation	has_input(UniProtKB:E9Q401)
GO:0033137	negative regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:E9Q401)
GO:0033135	regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:E9Q401)
GO:0036309	protein localization to M-band	has_input(UniProtKB:F1LM42
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	has_input(UniProtKB:F1PEE8)
GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	has_input(UniProtKB:F1PEE8)
GO:0006888	ER to Golgi vesicle-mediated transport	has_input(UniProtKB:F6VAN0)
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:F6WI90)
GO:0031293	membrane protein intracellular domain proteolysis	has_input(UniProtKB:G3HTZ9
GO:0031293	membrane protein intracellular domain proteolysis	has_input(UniProtKB:G3HTZ9
GO:0097499	protein localization to nonmotile primary cilium	has_input(UniProtKB:G5EBV8)
GO:0097500	receptor localization to nonmotile primary cilium	has_input(UniProtKB:G5ECV4
GO:0097500	receptor localization to nonmotile primary cilium	has_input(UniProtKB:G5ECV4
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:O00194)
GO:0070585	protein localization to mitochondrion	has_input(UniProtKB:O00429
GO:0006626	protein targeting to mitochondrion	has_input(UniProtKB:O00429)
GO:0071902	positive regulation of protein serine/threonine kinase activity	has_input(UniProtKB:O00506)
GO:0050821	protein stabilization	has_input(UniProtKB:O00506)
GO:0006470	protein dephosphorylation	has_input(UniProtKB:O00506)
GO:0010629	negative regulation of gene expression	has_input(UniProtKB:O00548)
GO:0046827	positive regulation of protein export from nucleus	has_input(UniProtKB:O00910)
GO:0072594	establishment of protein localization to organelle	has_input(UniProtKB:O14576)
GO:0032091	negative regulation of protein binding	has_input(UniProtKB:O15144)
GO:0033365	protein localization to organelle	has_input(UniProtKB:O15273)
GO:0051082	unfolded protein binding	has_input(UniProtKB:O15354)
GO:0000209	protein polyubiquitination	has_input(UniProtKB:O15354)
GO:0032091	negative regulation of protein binding	has_input(UniProtKB:O15379
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	has_input(UniProtKB:O15519)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:O15528)
GO:0097499	protein localization to nonmotile primary cilium	has_input(UniProtKB:O16913
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:O35393
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	has_input(UniProtKB:O43293)
GO:0018105	peptidyl-serine phosphorylation	has_input(UniProtKB:O43464)
GO:0002020	protease binding	has_input(UniProtKB:O43464)
GO:0016504	peptidase activator activity	has_input(UniProtKB:O43464)
GO:0010952	positive regulation of peptidase activity	has_input(UniProtKB:O43464)
GO:0004674	protein serine/threonine kinase activity	has_input(UniProtKB:O43464)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:O43474)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:O43474)
GO:0051247	positive regulation of protein metabolic process	has_input(UniProtKB:O43474)
GO:0051261	protein depolymerization	has_input(UniProtKB:O43633
GO:0051258	protein polymerization	has_input(UniProtKB:O43633)
GO:0002175	protein localization to paranode region of axon	has_input(UniProtKB:O54991
GO:0006468	protein phosphorylation	has_input(UniProtKB:O60260
GO:0000422	mitochondrion degradation	has_input(UniProtKB:O60260
GO:0004674	protein serine/threonine kinase activity	has_input(UniProtKB:O60260
GO:0018108	peptidyl-tyrosine phosphorylation	has_input(UniProtKB:O60260
GO:0018105	peptidyl-serine phosphorylation	has_input(UniProtKB:O60260
GO:0051444	negative regulation of ubiquitin-protein transferase activity	has_input(UniProtKB:O60260)
GO:0098779	activation of mitophagy in response to mitochondrial depolarization	has_input(UniProtKB:O60260)
GO:0000209	protein polyubiquitination	has_input(UniProtKB:O60260)
GO:0097027	ubiquitin-protein transferase activator activity	has_input(UniProtKB:O60260)
GO:0010498	proteasomal protein catabolic process	has_input(UniProtKB:O60260)
GO:0044212	transcription regulatory region DNA binding	has_input(UniProtKB:O60260)
GO:0072657	protein localization to membrane	has_input(UniProtKB:O60493)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:O60894)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:O60895)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:O60896)
GO:0031623	receptor internalization	has_input(UniProtKB:O60896)
GO:0097499	protein localization to nonmotile primary cilium	has_input(UniProtKB:O61938)
GO:0033365	protein localization to organelle	has_input(UniProtKB:O70548)
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:O75030
GO:1903839	positive regulation of mRNA 3'-UTR binding	has_input(UniProtKB:O75150
GO:0051291	protein heterooligomerization	has_input(UniProtKB:O75351)
GO:0051291	protein heterooligomerization	has_input(UniProtKB:O75351)
GO:0006468	protein phosphorylation	has_input(UniProtKB:O75531)
GO:0004672	protein kinase activity	has_input(UniProtKB:O75531)
GO:0098639	collagen binding involved in cell-matrix adhesion	has_input(UniProtKB:O75578)
GO:0007160	cell-matrix adhesion	has_input(UniProtKB:O75578)
GO:0061077	chaperone-mediated protein folding	has_input(UniProtKB:O75718
GO:0032403	protein complex binding	has_input(UniProtKB:O75718
GO:0050821	protein stabilization	has_input(UniProtKB:O75718
GO:0005518	collagen binding	has_input(UniProtKB:O75718
GO:0032403	protein complex binding	has_input(UniProtKB:O75718
GO:0005518	collagen binding	has_input(UniProtKB:O75718
GO:0050821	protein stabilization	has_input(UniProtKB:O75955)
GO:0090435	protein localization to nuclear envelope	has_input(UniProtKB:O76329)
GO:0035720	intraciliary anterograde transport	has_input(UniProtKB:O88413)
GO:0018105	peptidyl-serine phosphorylation	has_input(UniProtKB:O89046
GO:0004697	protein kinase C activity	has_input(UniProtKB:O89046
GO:0036120	cellular response to platelet-derived growth factor stimulus	has_input(UniProtKB:O89046
GO:0043495	protein anchor	has_input(UniProtKB:O94979)
GO:0005246	calcium channel regulator activity	has_input(UniProtKB:O95180)
GO:1901019	regulation of calcium ion transmembrane transporter activity	has_input(UniProtKB:O95180)
GO:1901800	positive regulation of proteasomal protein catabolic process	has_input(UniProtKB:O95249)
GO:0006611	protein export from nucleus	has_input(UniProtKB:O95863)
GO:0010468	regulation of gene expression	has_input(UniProtKB:P00451)
GO:0006620	posttranslational protein targeting to membrane	has_input(UniProtKB:P00533)
GO:0006620	posttranslational protein targeting to membrane	has_input(UniProtKB:P00533)
GO:0035308	negative regulation of protein dephosphorylation	has_input(UniProtKB:P00546)
GO:0035308	negative regulation of protein dephosphorylation	has_input(UniProtKB:P00546)
GO:0006626	protein targeting to mitochondrion	has_input(UniProtKB:P00830)
GO:0032270	positive regulation of cellular protein metabolic process	has_input(UniProtKB:P00966
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:P00966
GO:0006367	transcription initiation from RNA polymerase II promoter	has_input(UniProtKB:P01106)
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	has_input(UniProtKB:P01106)
GO:0006369	termination of RNA polymerase II transcription	has_input(UniProtKB:P01106)
GO:0030546	receptor activator activity	has_input(UniProtKB:P01130)
GO:0048227	plasma membrane to endosome transport	has_input(UniProtKB:P01133)
GO:0045732	positive regulation of protein catabolic process	has_input(UniProtKB:P01133)
GO:0048260	positive regulation of receptor-mediated endocytosis	has_input(UniProtKB:P01133)
GO:2000397	positive regulation of ubiquitin-dependent endocytosis	has_input(UniProtKB:P01133)
GO:2000643	positive regulation of early endosome to late endosome transport	has_input(UniProtKB:P01133)
GO:0072661	protein targeting to plasma membrane	has_input(UniProtKB:P01135)
GO:0010719	negative regulation of epithelial to mesenchymal transition	has_input(UniProtKB:P01137
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	has_input(UniProtKB:P01137
GO:0007179	transforming growth factor beta receptor signaling pathway	has_input(UniProtKB:P01137)
GO:0071560	cellular response to transforming growth factor beta stimulus	has_input(UniProtKB:P01137)
GO:0071432	peptide mating pheromone maturation involved in conjugation with cellular fusion	has_input(UniProtKB:P01149)
GO:0051603	proteolysis involved in cellular protein catabolic process	has_input(UniProtKB:P01308)
GO:0060761	negative regulation of response to cytokine stimulus	has_input(UniProtKB:P01375)
GO:0006509	membrane protein ectodomain proteolysis	has_input(UniProtKB:P01375)
GO:0071356	cellular response to tumor necrosis factor	has_input(UniProtKB:P01375)
GO:1903909	regulation of receptor clustering	has_input(UniProtKB:P01730
GO:1903909	regulation of receptor clustering	has_input(UniProtKB:P01730
GO:0031065	positive regulation of histone deacetylation	has_input(UniProtKB:P02309
GO:0009299	mRNA transcription	has_input(UniProtKB:P02511)
GO:0009299	mRNA transcription	has_input(UniProtKB:P02511)
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	has_input(UniProtKB:P02751
GO:0051894	positive regulation of focal adhesion assembly	has_input(UniProtKB:P02751
GO:0043547	positive regulation of GTPase activity	has_input(UniProtKB:P02751
GO:0010811	positive regulation of cell-substrate adhesion	has_input(UniProtKB:P02751
GO:0010810	regulation of cell-substrate adhesion	has_input(UniProtKB:P02751)
GO:0051603	proteolysis involved in cellular protein catabolic process	has_input(UniProtKB:P02751)
GO:0004197	cysteine-type endopeptidase activity	has_input(UniProtKB:P02751)
GO:0004197	cysteine-type endopeptidase activity	has_input(UniProtKB:P02751)
GO:0034446	substrate adhesion-dependent cell spreading	has_input(UniProtKB:P02751)
GO:1901201	regulation of extracellular matrix assembly	has_input(UniProtKB:P02751)
GO:0051603	proteolysis involved in cellular protein catabolic process	has_input(UniProtKB:P02751)
GO:0048260	positive regulation of receptor-mediated endocytosis	has_input(UniProtKB:P02787)
GO:0071211	protein targeting to vacuole involved in autophagy	has_input(UniProtKB:P03316)
GO:1900121	negative regulation of receptor binding	has_input(UniProtKB:P04004)
GO:0001953	negative regulation of cell-matrix adhesion	has_input(UniProtKB:P04004)
GO:0006625	protein targeting to peroxisome	has_input(UniProtKB:P04040)
GO:0050714	positive regulation of protein secretion	has_input(UniProtKB:P04275
GO:0010468	regulation of gene expression	has_input(UniProtKB:P04275)
GO:0030177	positive regulation of Wnt signaling pathway	has_input(UniProtKB:P04628)
GO:0006620	posttranslational protein targeting to membrane	has_input(UniProtKB:P04629)
GO:1902310	positive regulation of peptidyl-serine dephosphorylation	has_input(UniProtKB:P04637)
GO:0090311	regulation of protein deacetylation	has_input(UniProtKB:P04637)
GO:0004647	phosphoserine phosphatase activity	has_input(UniProtKB:P04637)
GO:0042026	protein refolding	has_input(UniProtKB:P04637)
GO:0061631	ubiquitin conjugating enzyme activity	has_input(UniProtKB:P04637)
GO:0033138	positive regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:P04792)
GO:0033138	positive regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:P04792)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:P05023)
GO:0072657	protein localization to membrane	has_input(UniProtKB:P05064
GO:1902966	positive regulation of protein localization to early endosome	has_input(UniProtKB:P05067)
GO:0000042	protein targeting to Golgi	has_input(UniProtKB:P05067)
GO:0051088	PMA-inducible membrane protein ectodomain proteolysis	has_input(UniProtKB:P05067)
GO:0006509	membrane protein ectodomain proteolysis	has_input(UniProtKB:P05067)
GO:0006620	posttranslational protein targeting to membrane	has_input(UniProtKB:P05067)
GO:0051603	proteolysis involved in cellular protein catabolic process	has_input(UniProtKB:P05067)
GO:0051604	protein maturation	has_input(UniProtKB:P05067)
GO:1902955	positive regulation of early endosome to recycling endosome transport	has_input(UniProtKB:P05067)
GO:0007229	integrin-mediated signaling pathway	has_input(UniProtKB:P05106)
GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	has_input(UniProtKB:P05125)
GO:0034613	cellular protein localization	has_input(UniProtKB:P05132
GO:0006507	GPI anchor release	has_input(UniProtKB:P05187)
GO:0070262	peptidyl-serine dephosphorylation	has_input(UniProtKB:P05198)
GO:0018105	peptidyl-serine phosphorylation	has_input(UniProtKB:P05198)
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	has_input(UniProtKB:P05198)
GO:0090277	positive regulation of peptide hormone secretion	has_input(UniProtKB:P05305
GO:0060354	negative regulation of cell adhesion molecule production	has_input(UniProtKB:P05362)
GO:0050839	cell adhesion molecule binding	has_input(UniProtKB:P05362)
GO:0016485	protein processing	has_input(UniProtKB:P05539)
GO:0032964	collagen biosynthetic process	has_input(UniProtKB:P05539)
GO:0010629	negative regulation of gene expression	has_input(UniProtKB:P05556
GO:0007160	cell-matrix adhesion	has_input(UniProtKB:P05556)
GO:0007160	cell-matrix adhesion	has_input(UniProtKB:P05556)
GO:0098639	collagen binding involved in cell-matrix adhesion	has_input(UniProtKB:P05556)
GO:0098639	collagen binding involved in cell-matrix adhesion	has_input(UniProtKB:P05556)
GO:0098639	collagen binding involved in cell-matrix adhesion	has_input(UniProtKB:P05556)
GO:1903077	negative regulation of protein localization to plasma membrane	has_input(UniProtKB:P05556)
GO:0045807	positive regulation of endocytosis	has_input(UniProtKB:P05556)
GO:1903077	negative regulation of protein localization to plasma membrane	has_input(UniProtKB:P05556)
GO:0007160	cell-matrix adhesion	has_input(UniProtKB:P05556)
GO:0050821	protein stabilization	has_input(UniProtKB:P05814)
GO:0039650	suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process	has_input(UniProtKB:P06396)
GO:0006367	transcription initiation from RNA polymerase II promoter	has_input(UniProtKB:P06681)
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	has_input(UniProtKB:P06681)
GO:0006369	termination of RNA polymerase II transcription	has_input(UniProtKB:P06681)
GO:0016925	protein sumoylation	has_input(UniProtKB:P06701)
GO:0071988	protein localization to spindle pole body	has_input(UniProtKB:P06704
GO:0007229	integrin-mediated signaling pathway	has_input(UniProtKB:P06756
GO:0010629	negative regulation of gene expression	has_input(UniProtKB:P06756
GO:0016925	protein sumoylation	has_input(UniProtKB:P06778)
GO:0019789	SUMO transferase activity	has_input(UniProtKB:P06778)
GO:0004707	MAP kinase activity	has_input(UniProtKB:P06784
GO:0006509	membrane protein ectodomain proteolysis	has_input(UniProtKB:P06804)
GO:1902679	negative regulation of RNA biosynthetic process	has_input(UniProtKB:P06821)
GO:0004872	receptor activity	has_input(UniProtKB:P06881)
GO:0004872	receptor activity	has_input(UniProtKB:P06881)
GO:0004872	receptor activity	has_input(UniProtKB:P06881)
GO:1901925	negative regulation of protein import into nucleus during spindle assembly checkpoint	has_input(UniProtKB:P07270)
GO:0051099	positive regulation of binding	has_input(UniProtKB:P07284)
GO:1903645	negative regulation of chaperone-mediated protein folding	has_input(UniProtKB:P07437)
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	has_input(UniProtKB:P07949)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:P08050
GO:0006507	GPI anchor release	has_input(UniProtKB:P08174)
GO:0010950	positive regulation of endopeptidase activity	has_input(UniProtKB:P08253
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P08648)
GO:1903077	negative regulation of protein localization to plasma membrane	has_input(UniProtKB:P08648)
GO:1903077	negative regulation of protein localization to plasma membrane	has_input(UniProtKB:P08648)
GO:0090150	establishment of protein localization to membrane	has_input(UniProtKB:P08670)
GO:0033137	negative regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:P08670)
GO:0010468	regulation of gene expression	has_input(UniProtKB:P08796)
GO:0010467	gene expression	has_input(UniProtKB:P08796)
GO:0008104	protein localization	has_input(UniProtKB:P08799)
GO:0034613	cellular protein localization	has_input(UniProtKB:P08799)
GO:0034613	cellular protein localization	has_input(UniProtKB:P08799)
GO:0034613	cellular protein localization	has_input(UniProtKB:P08799)
GO:0036051	protein localization to trailing edge	has_input(UniProtKB:P08799)
GO:1903077	negative regulation of protein localization to plasma membrane	has_input(UniProtKB:P09055)
GO:0010634	positive regulation of epithelial cell migration	has_input(UniProtKB:P09327)
GO:2000394	positive regulation of lamellipodium morphogenesis	has_input(UniProtKB:P09327)
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	has_input(UniProtKB:P09327)
GO:0009299	mRNA transcription	has_input(UniProtKB:P09601)
GO:0072661	protein targeting to plasma membrane	has_input(UniProtKB:P09803)
GO:0018394	peptidyl-lysine acetylation	has_input(UniProtKB:P09874)
GO:0043066	negative regulation of apoptotic process	has_input(UniProtKB:P09874)
GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	has_input(UniProtKB:P09874)
GO:0045732	positive regulation of protein catabolic process	has_input(UniProtKB:P0C0L5)
GO:0035066	positive regulation of histone acetylation	has_input(UniProtKB:P0C0S5)
GO:0071169	establishment of protein localization to chromatin	has_input(UniProtKB:P0C0S5)
GO:0030674	protein binding, bridging	has_input(UniProtKB:P0CG63)
GO:0010629	negative regulation of gene expression	has_input(UniProtKB:P10145)
GO:0033668	negative regulation by symbiont of host apoptotic process	has_input(UniProtKB:P10415
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P10415
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P10415)
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P10451)
GO:0045039	protein import into mitochondrial inner membrane	has_input(UniProtKB:P10566)
GO:0000976	transcription regulatory region sequence-specific DNA binding	has_input(UniProtKB:P10599)
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P10721
GO:0006468	protein phosphorylation	has_input(UniProtKB:P10733)
GO:0004672	protein kinase activity	has_input(UniProtKB:P10733)
GO:0033138	positive regulation of peptidyl-serine phosphorylation	has_input(UniProtKB:P10916
GO:0045892	negative regulation of transcription, DNA-templated	has_input(UniProtKB:P10923)
GO:0003700	sequence-specific DNA binding transcription factor activity	has_input(UniProtKB:P11021)
GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity	has_input(UniProtKB:P11021)
GO:2001135	regulation of endocytic recycling	has_input(UniProtKB:P11276
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:P11403)
GO:0034501	protein localization to kinetochore	has_input(UniProtKB:P11709)
GO:0045892	negative regulation of transcription, DNA-templated	has_input(UniProtKB:P11831)
GO:0016925	protein sumoylation	has_input(UniProtKB:P11978)
GO:0030514	negative regulation of BMP signaling pathway	has_input(UniProtKB:P12643)
GO:0010468	regulation of gene expression	has_input(UniProtKB:P12644
GO:0090002	establishment of protein localization to plasma membrane	has_input(UniProtKB:P12688)
GO:2000643	positive regulation of early endosome to late endosome transport	has_input(UniProtKB:P12830
GO:0072661	protein targeting to plasma membrane	has_input(UniProtKB:P12830)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:P12830)
GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	has_input(UniProtKB:P12830)
GO:0004872	receptor activity	has_input(UniProtKB:P12969)
GO:0032880	regulation of protein localization	has_input(UniProtKB:P13350)
GO:0001132	TBP-class protein binding RNA polymerase II transcription factor activity	has_input(UniProtKB:P13393)
GO:0001132	TBP-class protein binding RNA polymerase II transcription factor activity	has_input(UniProtKB:P13393)
GO:0034113	heterotypic cell-cell adhesion	has_input(UniProtKB:P13612
GO:0010629	negative regulation of gene expression	has_input(UniProtKB:P13612
GO:0010467	gene expression	has_input(UniProtKB:P13773)
GO:0010467	gene expression	has_input(UniProtKB:P13773)
GO:0006507	GPI anchor release	has_input(UniProtKB:P13987)
GO:0090160	Golgi to lysosome transport	has_input(UniProtKB:P14222
GO:1900180	regulation of protein localization to nucleus	has_input(UniProtKB:P14635)
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P14679
GO:0032773	positive regulation of monophenol monooxygenase activity	has_input(UniProtKB:P14679
GO:0010950	positive regulation of endopeptidase activity	has_input(UniProtKB:P14780)
GO:0001933	negative regulation of protein phosphorylation	has_input(UniProtKB:P15311
GO:0010800	positive regulation of peptidyl-threonine phosphorylation	has_input(UniProtKB:P15311)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:P15311)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:P15311)
GO:0006468	protein phosphorylation	has_input(UniProtKB:P15311)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	has_input(UniProtKB:P15379)
GO:0072659	protein localization to plasma membrane	has_input(UniProtKB:P15389
GO:2000651	positive regulation of sodium ion transmembrane transporter activity	has_input(UniProtKB:P15389
GO:0010628	positive regulation of gene expression	has_input(UniProtKB:P15389
GO:2001259	positive regulation of cation channel activity	has_input(UniProtKB:P15389
GO:0034613	cellular protein localization	has_input(UniProtKB:P15409)
GO:0044212	transcription regulatory region DNA binding	has_input(UniProtKB:P15559)
GO:0071363	cellular response to growth factor stimulus	has_input(UniProtKB:P15692)
GO:0035924	cellular response to vascular endothelial growth factor stimulus	has_input(UniProtKB:P15692)
GO:0090002	establishment of protein localization to plasma membrane	has_input(UniProtKB:P15924)
GO:0005085	guanyl-nucleotide exchange factor activity	has_input(UniProtKB:P16051
GO:0010629	negative regulation of gene expression	has_input(UniProtKB:P16144)
GO:0009299	mRNA transcription	has_input(UniProtKB:P17066)
GO:0009299	mRNA transcription	has_input(UniProtKB:P17066)
GO:0034501	protein localization to kinetochore	has_input(UniProtKB:P17119)
GO:0098639	collagen binding involved in cell-matrix adhesion	has_input(UniProtKB:P17301)
GO:0098639	collagen binding involved in cell-matrix adhesion	has_input(UniProtKB:P17301)
GO:0007160	cell-matrix adhesion	has_input(UniProtKB:P17301)
GO:0007160	cell-matrix adhesion	has_input(UniProtKB:P17301)
GO:1903598	positive regulation of gap junction assembly	has_input(UniProtKB:P17302)
GO:1903598	positive regulation of gap junction assembly	has_input(UniProtKB:P17302)
GO:1903779	regulation of cardiac conduction	has_input(UniProtKB:P17302)
